cui,umls_concept
C0025521,Inborn Errors of Metabolism
C0282613,Developed Countries
C0028754,Obesity
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent"
C0013470,Eating
C0030232,Pallor
C1513853,NON Mouse
C0233426,Personal appearance
C0333930,eosinophilic
C4235041,blebbing
C4284463,Blunt (object)
C0013604,Edema
C0541879,Detachment psychological
C0086168,Dissociation
C0026973,Myelin Sheath
C0036557,Sedatives
C0014544,Epilepsy
C1260954,Morphologically altered structure
C0205148,Surface
C0442808,Increasing (qualifier value)
C0025516,"Metabolic Detoxication, Drug"
C0001948,Alcohol consumption
C3827361,Inspiratory Capacity Reversibility
C0009932,Control Groups
C1510467,trauma qualifier
C0960371,"PRSS1 protein, human"
C0205288,Microscopic (qualifier value)
C0304231,Therapeutic agent
C2610958,Necroptosis
C2587213,Control function
C0332255,Fragment of (qualifier value)
C3268855,cell suicide
C0030660,Pathologic Processes
C3898900,Healthy
C0026019,Electron Microscopy
2 to 3 hours after the death of the cells,2 to 3 hours after the death of the cells
C0430389,Light Microscopy
C0439227,Hour
C0440266,Debris
C0205202,Corrected
C1179962,Cytoplasmic organelle
C0042219,Vacuole
C1157894,DNA catabolic process
C0577559,Mass of body structure
C0332472,abnormal fragmented structure
C0333732,Karyorrhexis
C0024348,Lysis
C0439228,day
C0029436,"Osteolysis, Essential"
C0357197,calcium salts
C0332479,Shapes
C0033085,Biologic Preservation
C0036720,serine
C0677043,Histopathology
C0026946,Mycoses
C3540014,CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS
C0205197,Complete
C0205251,low
C0005839,Blood supply aspects
C0017086,Gangrene
C0333348,Inflammatory
C1261381,Destructive procedure (surgical)
C0000726,Abdomen
C0596030,Acinar Cell
C0687028,Duct (organ) structure
C0041004,Triglycerides
C0007457,Caucasian
C0025474,Mesentery
C0178913,Blood specimen
C1550100,Specimen Type - Serum
C1710548,Unique
C0009915,Contractile Proteins
C0312399,"Alkaline phosphatase isoenzyme, bone fraction"
C0002594,Transaminases
C2745888,Markers (device)
C1516044,Apoptotic
C4062502,Physiological Condition
C0752135,"Pathological Conditions, Anatomical"
C0004364,Autoimmune Diseases
C0031842,Physiology
C0449297,Clearance
C3269143,intrinsic apoptotic signaling pathway
C1565115,Apoptosis Inducing Proteins
C0182953,Regulators (device)
C0014230,endonuclease
C0086282,Family member
C1326275,regulation of mitochondrial membrane permeability
C0015576,Family
C0910167,caspase-9
C0245662,CD95 Antigens
C4317010,Reactive Lymphocyte
C0039195,Cytotoxic T-Lymphocytes
C2246453,cellular pigmentation
C0019612,Histiocytes
C0031304,Bacteriophage Receptors
C2610960,Pyroptosis
C2936529,Inflammasomes
C0009368,Colon structure (body structure)
C0009450,Communicable Diseases
C0449719,Part
C0032529,Genetic Polymorphism
C1969088,CISD2 gene
C2754974,IgE B cell receptor complex
C0025018,Meat Products
C0040223,Time
C0026845,Muscle Tissue
C0392209,Nutritional status
C0458083,Hormonal
C1138555,Pharmacogenomics
C2718059,Precision Medicine
C0205101,Extrinsic
C0205227,Endogenous
C0242606,Oxidative Stress
C2754519,cellular response to ATP
C3158779,protein deacylation
C0017952,Glycolysis
C4288364,Proliferating Cell Count
C0334227,"Tumor cells, malignant"
C1837767,Loss of facial adipose tissue
C0001128,Acids
C0035126,Reperfusion Injury
C0035124,Reperfusion Therapy
C0009498,Complement System Proteins
C0009528,Complement Activation
C0442740,No reaction
C0302920,Molecular oxygen
C0038836,Superoxides
C0063146,Hydroxyl Radical
C0205412,Inadequate (qualifier)
C4055506,Accumulation
C0038838,superoxide dismutase
C0033268,production
C1166752,phagocytic vesicle membrane
C0122922,hypochlorite
C0136157,Peroxynitrite
C0034538,Ionizing radiation
C1151528,glutathione peroxidase activity
C0003402,Antioxidants
C0042890,Vitamins
C1413096,CALR gene
C0031180,Peroxides
C0023775,Lipid Peroxidation
C0178645,oxygen free radical
C0025417,mercuric chloride
C0025424,mercury
C0003392,Antineoplastic Agents
C0029235,Organism
C0608437,"CYP2C9 protein, human"
C0532245,Extrude
C1155266,Inflammatory Response
C0442726,Detected (finding)
C1514562,Protein Domain
C0035168,research
C0032930,Precipitating Factors
C0015967,Fever
C0227353,Colonic epithelium
C3895894,epithelial cell apoptotic process
C0544966,Autophagic vaculoes (finding)
C1166607,cellular_component
C0026848,Myopathy
C0021390,Inflammatory Bowel Diseases
C0026244,Mitochondrial Swelling
C2346714,Abundance
C1561251,Neck soft tissue necrosis
C1332683,CCL1 gene
C0001459,Adenosine Diphosphate
C1752477,mitochondrial electron transport
C1519624,Transmembrane Transport
C1563744,Lipogenesis
C0018270,Growth
C0429622,Oxygen delivery
C1159527,glucose uptake
C0085077,Sweet Syndrome
C0012359,Pathological Dilatation
C0230812,Membrane of lysosome
C0439793,Severities
C0151814,Coronary Occlusion
C0010054,Coronary Arteriosclerosis
C0007785,Cerebral Infarction
C0034530,Radiation injury
C1705920,Species
C0205360,Stable status
C0020250,"Hydrocarbons, Halogenated"
C1325653,Mitochondrial electron transport chain
C1513108,Membrane Biology
C0017822,GLUTATHIONE PEROXIDASE
C0205359,Spontaneous
C0443286,Reaction
C0520990,Host defense
C0085416,Respiratory Burst
C1706082,Compound (substance)
C0020052,Households
C0443343,Unstable status
C0079381,Free Radical Scavengers
C0227100,Mandibular left central primary incisor
C0205332,Reactive
C0243102,enzyme activity
C1511698,"DNA Breaks, Single-Stranded"
C0879626,Adverse effects
C0007605,Cell Membrane Permeability
C0162585,Ion Transport
C1511539,Covalent Interaction
C0000970,acetaminophen
C0333052,Version
C0001992,Aldehydes
C0243041,Molecular Chaperones
C0871261,Response process
C0596611,Gene Mutation
C0042769,Virus Diseases
C1414444,ERN1 gene
C0227085,Deciduous maxillary right central incisor tooth
C1881903,Morpholinos
C1285162,Degenerative disorder
C0439660,Hereditary
C0002726,Amyloidosis
C1564139,Mutant Proteins
C0185026,Plication
C0031760,Photoreceptors
C0035334,Retinitis Pigmentosa
C0056889,Cystic Fibrosis Transmembrane Conductance Regulator
C0729502,Chemotherapeutic agent
C0080055,Protein p53
C1155873,Cell Cycle Arrest
C0017287,Gene Rearrangement
C0040715,Chromosomal translocation
C1159822,apoptotic mitochondrial changes
C0441471,Event
C0001400,"Adaptation, Physiological"
C0001398,Biological Adaptation
C0337664,Smoker
C0218504,Chemokine CXCL12
C1292856,Stimulation procedure
C0014939,estrogens
C0018800,Cardiomegaly
C1260873,Aortic valve disorder
C0333962,Physiologic hypertrophy
C0042149,Uterus
C0227812,Gravid uterus structure
C3495916,Myocardial hypertrophy
C0008203,Chlorides
C0038128,Stains
C1383860,Cardiac Hypertrophy
C1749467,soluble
C0236033,Muscle hypertrophy
C0027100,Myosin Heavy Chains
C0264733,Ventricular dilatation (disorder)
C0333979,Secondary hyperplasia
C1609982,Residual
C1334779,Mitotic Activity
C0018282,Growth Inhibitors
C0024874,Massachusetts (geographic location)
C0334097,Epithelial proliferation
C0014173,Endometrial Hyperplasia
C1704272,Benign Prostatic Hyperplasia
C0030358,Papillomavirus
C0333641,Atrophic
C0333654,Senile atrophy
C0011307,Denervation
C0162429,Malnutrition
C0077678,ubiquitin-protein ligase
C0006625,Cachexia
C0025568,Metaplasia
C2610414,transdifferentiation
C0221909,Squamous epithelium
C0042839,vitamin A
C0025570,Squamous metaplasia
C4054723,Influence
C0205322,Persistent
C0022806,Kwashiorkor
C0011849,Diabetes Mellitus
C0003130,Anoxia
C0085762,Alcohol abuse
C0332281,Associated with
C1156530,cholesterol metabolism
C0333576,Cholesterol deposition
C0162847,protein folding
C0311448,Abnormal protein
C0085078,Lysosomal Storage Diseases
C5139220,Abnormal metabolism
C0001924,Albumins
C1158435,phospholipid transfer to membrane
C0854110,Insulin-resistant diabetes mellitus
C0524851,Neurodegenerative Disorders
C3178870,Endoplasmic Reticulum Stress
C0011065,Cessation of life
C0002395,Alzheimer's Disease
C0020179,Huntington Disease
C0030567,Parkinson Disease
C1881707,Material Degradation
C0151763,Liver damage
C0011155,Deficiency
C0456909,Blindness
C0012899,DNA Repair
C0032346,Poisons
C2937319,Internal injury
C1516043,Apoptosis Regulation Pathway
C0302908,Liquid substance
C0205224,Essential
C0006141,Breast
C2265909,smooth muscle hypertrophy
C2265815,smooth muscle hyperplasia
C0005910,Body Weight
C0032961,Pregnancy
C0205400,Thickened
C0205087,Late
C0155626,Acute myocardial infarction
C0336721,Arrow
C0028778,Obstruction
C0600080,Stretching exercises
C1445654,Adrenal hormone preparation
C0332522,Contract agreement
C1293134,Enlargement procedure
C0018801,Heart failure
C0034011,Puberty
C0032015,Pituitary Hormones
C0033308,progesterone
C0205161,Abnormal
C1367460,LATS1 gene
C2673622,Mucosal lesions
C0017376,"Genes, Viral"
C0007103,Malignant neoplasm of endometrium
C0456389,size
C0021516,nerve supply
C0014136,Endocrine system
C0025320,Menopause
C0205216,Decreased
C1524026,"Metabolic Process, Cellular"
C0225337,Columnar epithelium
C0006255,Bronchi
C0017431,Genotype
C0040578,Trachea
C0221910,Squamous Epithelial Cells
C2610947,mucus secretion
C1707934,Epithelial Differentiation
C0225385,Structure of respiratory epithelium
C0017168,Gastroesophageal reflux disease
C0014876,Esophagus
C0225317,soft tissue
C0007137,Squamous cell carcinoma
C0038442,"Stress, Mechanical"
C1706307,Irritation (finding)
C5205676,Reduced Device Function
C0392760,Affecting
C0682552,Parenchymal cell
C0598783,Lipid Metabolism
C0018787,Heart
C0242692,Skeletal muscle structure
C0015695,Fatty Liver
C0008387,Cholesterol Esters
C3658347,Lipid Accumulation Product
C1457869,Defect
C0022663,Kidney Glomerulus
C0027726,Nephrotic Syndrome
C0333744,Mallory Bodies
C2732402,Type 1 diabetes mellitus uncontrolled
C0017911,glycogen
C0017919,Glycogen Storage Disease
C0031916,Pigment
C0007009,Carbon
C0023789,Lipofuscin
C0025196,Melanins
C0008721,chrysarobin
C0205418,Aggregate
C0003165,Anthracosis
C4555503,pigment brown 1
C0333653,Brown atrophy
C0025201,melanocyte
C0022567,keratinocyte
C0016689,Freckles
C0019113,Hemosiderin
C0392514,Hereditary hemochromatosis
C0006663,Calcinosis
C0333582,Dystrophic calcification
C0006660,Physiologic calcification
C0333607,dystrophic
C0427896,Crystal - human material
C0221255,Metastatic calcification
C0020437,Hypercalcemia
C0238790,Bone destruction
C0027651,Neoplasms
C0036202,Sarcoidosis
C0035078,Kidney Failure
C0868928,Case (situation)
C0024202,Lymph
C0574894,Heterotopic
C2986582,Stained Appearance
C0205231,Extensive
C0522501,Massive
C0018995,Hemochromatosis
C0175895,Calcified (qualifier)
C0001779,Age
C0151744,Myocardial Ischemia
C1510835,Aging-Related Process
C0311400,Metabolic
C0015333,Exposure to radiation
C1258083,DNA Repair Enzymes
C1268443,Normal cell
C5550967,Cell Aging
C0043119,Werner Syndrome
C1148755,telomeric DNA binding
C4331397,Telomere Length
C0087071,Telomerase
C0184512,Stabilized (qualifier value)
C0002874,Aplastic Anemia
C0010828,Cytopenia
C1199517,Tor
C1135809,Caloric Restriction
C1155394,insulin-like growth factor receptor signaling pathway
C0008679,Chronic disease
C0025517,Metabolic Diseases
C0015259,Exercise
C4704762,Salt Stress
C0449259,Clinical course
C4727832,Telomere Syndrome
C3546254,regulated necrosis
C0019247,Hereditary Diseases
C0282443,Review [Publication Type]
C0557061,Discussion (procedure)
C1552616,summary - ActRelationshipSubset
C1521991,Molecular
C0524637,"Recognition, Psychology"
C0271510,Auditory recruitment
C1515877,activate biological process
C1549081,Termination - Inactive Reason Code
C0127400,Mediator brand of benfluorex hydrochloride
C0019588,histamine
C0036751,serotonin
C0038862,Suppurative inflammation
C0021376,Chronic inflammation
C0002508,Amines
C0042401,Vasodilation
C0205107,Proximal
C0032112,Plasma Cells
C0022672,Acute Kidney Tubular Necrosis
C0085236,"Macrophages, Alveolar"
C0229751,Tracheobronchial lymph node located near carina
C5539744,Pulmonary parenchymal band
C0933845,Parenchyma
C0038528,Subcellular Fractions
C0033779,Prussian Blue Reaction
C0037993,Spleen
C0033575,Prostatic Diseases
C0596236,calcium metabolism
C3494458,Organ Dysfunction Scores
C0001792,Elderly (population group)
C0030521,Parathyroid Neoplasms
C0029401,Osteitis Deformans
C0020944,Immobilization
C0026764,Multiple Myeloma
C0027627,Neoplasm Metastasis
C0020503,"Hyperparathyroidism, Secondary"
C0205387,Clumped
C0041296,Tuberculosis
C0003873,Rheumatoid Arthritis
C0024109,Lung
C0017136,Gastric mucosa
C1883709,Damage
C0868946,digest
C0282193,Iron Overload
C0020063,"PTH protein, human"
C0205329,Progressive
C0695584,functional activities
C1301808,Geographic state
C0231341,Premature aging syndrome
C0332597,Duplication (finding)
C0017471,Germ Cells
C2826170,Immortalization
C0263498,Premature canities
C0853087,Nail abnormality
C0034069,Pulmonary Fibrosis
C0239946,"Fibrosis, Liver"
C0376558,Life
C1564881,Apoptosis Regulatory Proteins
C0009566,Complication
C5235658,Targeted Therapy Agent
C1517503,Genetic Programming
C1326207,Autophagic Cell Death
C1550452,definition - ActMoodCompletionTrack
C1517495,Gene Feature
C1817978,acute inflammatory response
C1980011,Vasoactive
C1334802,Morphologic Architectural Pattern
C0000833,Abscess
C1274040,Result
C1707959,Example
C0740858,Substance abuse problem
C0021501,Wounds - qualifier
C0205355,Permanent
C0450442,Agent
C0205178,acute
C0205191,chronic
C0699726,Offenders
C0221102,Excretory function
C1320928,Resident (physician)
C0243042,Inflammation Mediators
C0003211,"Anti-Inflammatory Agents, Non-Steroidal"
C4763251,Virchow line
C0003864,Arthritis
C0004096,Asthma
C0003209,Anti-Inflammatory Agents
C0205373,Systemic
C0332685,Thermal injury
C0016542,Foreign Bodies
C0344392,Urate crystals (substance)
C1261104,Cholesterol crystals (substance)
C0011306,Dendritic Cells
C0670896,Toll-like receptors
C1321919,"TLR4 protein, human"
C4042797,Pathogen-Associated Molecular Pattern Molecules
C0020969,"Immunity, Innate"
C0206589,"Receptors, Cytoplasmic and Nuclear"
C0457243,Ampere
C0041980,uric acid
C0021755,Interleukin-1
C3890737,Autoinflammatory Syndrome
C0243076,antagonists
C2936349,"Plaque, Amyloid"
C0065661,Mannose Binding Lectin
C0377274,Collectins
C4327509,cellular response to phosphatidylethanolamine
C4725628,Circulating Protein
C1327551,soluble molecule recognition
C0031164,Permeability
C0015388,Exudate
C0040767,Transudate
C0032105,Plasma
C0014653,Equilibrium
C0302306,Inflammatory exudate
C0175566,Open
C0041834,Erythema
C0235395,Fluid loss
C0020309,Hydrostatic Pressure
C0856761,Budd-Chiari Syndrome
C0029393,Osmotic Pressure
C1883067,Space - property
C0333138,Stasis
C0006100,Bradykinin
C0023545,Leukotrienes
C0701836,Thermal burn
C0229889,Lymphatic vessel
C0024235,Lymphatic System
C0596868,lymph flow
C2828115,Streaking Artifact
C0024204,lymph nodes
C0027625,Circulating Neoplastic Cells
C0023595,Lewis Blood-Group System
C1446300,Destruction of tissue
C0016059,Fibrosis
C0024880,mast cell
C0030193,Pain
C3827376,BDI - Functional Impairment
C0221423,Illness (finding)
C4086268,Exacerbation
C0678236,Rare Diseases
C0021051,Immunologic Deficiency Syndromes
C0849355,Removed
C1662975,heat dissipation
C1167395,Host (organism)
C0008767,Cicatrization
C1302234,Fatal
C0006434,Burn injury
C0016736,Frostbite
C1282930,Irradiation (physical force)
C0018099,Gout
C0004359,Autoantigens
C1880198,Cure (remedy)
C0026538,Morbidity - disease rate
C0013138,"Drosophila <fruit fly, genus>"
C4046037,Pathogen-Associated Molecular Patterns
C0033414,Promotion (action)
C3891560,Alarmins
C3875321,Inflammatory dermatosis
C0524620,Metabolic Syndrome X
C2351322,"FTO protein, human"
C5392160,Blood-Borne Infections
C1948023,Stimulation (motivation)
C1514893,physiologic resolution
C0376327,International Aspects
C0231471,Abnormal posture
C0311437,Exudation
C0489903,Vascular System
C0227618,Interstitial tissue of kidney
C0333343,Body cavities
C0037786,Specific Gravity
C0225318,Interstitial tissue
C0011334,Dental caries
C0042396,Vascular constriction (function)
C0003847,Structure of arteriole
C1720858,"Adipocytes, White"
C0014792,Erythrocytes
C0018802,Congestive heart failure
C0023895,Liver diseases
C0022658,Kidney Diseases
C1761613,Conjunctival hyperemia
C0392752,Localized
C0226505,Structure of postcapillary venule
C0439590,Prolonged
C0024225,Lymphangitis
C0024205,Lymphadenitis
C0442800,Enlarged
C0043241,Wound Infection
