cui,umls_concept
C0003402,antioxidants
C0042890,vitamins
C1413096,calr gene
C0031180,peroxides
C0023775,lipid peroxidation
C0178645,oxygen free radical
C0025417,mercuric chloride
C0025424,mercury
C0003392,antineoplastic agents
C0029235,organism
C0608437,cyp2c9 protein human
C0532245,extrude
C1155266,inflammatory response
C0442726,detected finding
C1514562,protein domain
C0035168,research
C0032930,precipitating factors
C0015967,fever
C0227353,colonic epithelium
C3895894,epithelial cell apoptotic process
C0544966,autophagic vaculoes finding
C1166607,cellularcomponent
C0026848,myopathy
C0021390,inflammatory bowel diseases
C0026244,mitochondrial swelling
C2346714,abundance
C1561251,neck soft tissue necrosis
C1332683,ccl1 gene
C0001459,adenosine diphosphate
C1752477,mitochondrial electron transport
C1519624,transmembrane transport
C1563744,lipogenesis
C0018270,growth
C0429622,oxygen delivery
C1159527,glucose uptake
C0085077,sweet syndrome
C0012359,pathological dilatation
C0230812,membrane of lysosome
C0439793,severities
C0151814,coronary occlusion
C0010054,coronary arteriosclerosis
C0007785,cerebral infarction
C0034530,radiation injury
C1705920,species
C0205360,stable status
C0020250,hydrocarbons halogenated
C1325653,mitochondrial electron transport chain
C1513108,membrane biology
C0017822,glutathione peroxidase
C0205359,spontaneous
C0443286,reaction
C0520990,host defense
C0085416,respiratory burst
C1706082,compound substance
C0020052,households
C0443343,unstable status
C0079381,free radical scavengers
C0227100,mandibular left central primary incisor
C0205332,reactive
C0243102,enzyme activity
C1511698,dna breaks singlestranded
C0879626,adverse effects
C0007605,cell membrane permeability
C0162585,ion transport
C1511539,covalent interaction
C0000970,acetaminophen
C0333052,version
C0001992,aldehydes
C0243041,molecular chaperones
C0871261,response process
C0596611,gene mutation
C0042769,virus diseases
C1414444,ern1 gene
C0227085,deciduous maxillary right central incisor tooth
C1881903,morpholinos
C1285162,degenerative disorder
C0439660,hereditary
C0002726,amyloidosis
C1564139,mutant proteins
C0185026,plication
C0031760,photoreceptors
C0035334,retinitis pigmentosa
C0056889,cystic fibrosis transmembrane conductance regulator
C0729502,chemotherapeutic agent
C0080055,protein p53
C1155873,cell cycle arrest
C0017287,gene rearrangement
C0040715,chromosomal translocation
C1159822,apoptotic mitochondrial changes
C0441471,event
C0001400,adaptation physiological
C0001398,biological adaptation
C0337664,smoker
C0218504,chemokine cxcl12
C1292856,stimulation procedure
C0014939,estrogens
C0018800,cardiomegaly
C1260873,aortic valve disorder
C0333962,physiologic hypertrophy
C0042149,uterus
C0227812,gravid uterus structure
C3495916,myocardial hypertrophy
C0008203,chlorides
C0038128,stains
C1383860,cardiac hypertrophy
C1749467,soluble
C0236033,muscle hypertrophy
C0027100,myosin heavy chains
C0264733,ventricular dilatation disorder
C0333979,secondary hyperplasia
C1609982,residual
C1334779,mitotic activity
C0018282,growth inhibitors
C0024874,massachusetts geographic location
C0334097,epithelial proliferation
C0014173,endometrial hyperplasia
C1704272,benign prostatic hyperplasia
C0030358,papillomavirus
C0333641,atrophic
C0333654,senile atrophy
C0011307,denervation
C0162429,malnutrition
C0077678,ubiquitinprotein ligase
C0006625,cachexia
C0025568,metaplasia
C2610414,transdifferentiation
C0221909,squamous epithelium
C0042839,vitamin a
C0025570,squamous metaplasia
C4054723,influence
C0205322,persistent
C0022806,kwashiorkor
C0011849,diabetes mellitus
C0003130,anoxia
C0085762,alcohol abuse
C0332281,associated with
C1156530,cholesterol metabolism
C0333576,cholesterol deposition
C0162847,protein folding
C0311448,abnormal protein
C0085078,lysosomal storage diseases
C5139220,abnormal metabolism
C0001924,albumins
C1158435,phospholipid transfer to membrane
C0854110,insulinresistant diabetes mellitus
C0524851,neurodegenerative disorders
C3178870,endoplasmic reticulum stress
C0011065,cessation of life
C0002395,alzheimers disease
C0020179,huntington disease
C0030567,parkinson disease
C1881707,material degradation
C0151763,liver damage
C0011155,deficiency
C0456909,blindness
C0012899,dna repair
C0032346,poisons
C2937319,internal injury
C1516043,apoptosis regulation pathway
C0302908,liquid substance
C0205224,essential
C0006141,breast
C2265909,smooth muscle hypertrophy
C2265815,smooth muscle hyperplasia
C0005910,body weight
C0032961,pregnancy
C0205400,thickened
C0205087,late
C0155626,acute myocardial infarction
C0336721,arrow
C0028778,obstruction
C0600080,stretching exercises
C1445654,adrenal hormone preparation
C0332522,contract agreement
C1293134,enlargement procedure
C0018801,heart failure
C0034011,puberty
C0032015,pituitary hormones
C0033308,progesterone
C0205161,abnormal
C1367460,lats1 gene
C2673622,mucosal lesions
C0017376,genes viral
C0007103,malignant neoplasm of endometrium
C0456389,size
C0021516,nerve supply
C0014136,endocrine system
C0025320,menopause
C0205216,decreased
C1524026,metabolic process cellular
C0225337,columnar epithelium
C0006255,bronchi
C0017431,genotype
C0040578,trachea
C0221910,squamous epithelial cells
C2610947,mucus secretion
C1707934,epithelial differentiation
C0225385,structure of respiratory epithelium
C0017168,gastroesophageal reflux disease
C0014876,esophagus
C0225317,soft tissue
C0007137,squamous cell carcinoma
C0038442,stress mechanical
C1706307,irritation finding
C5205676,reduced device function
C0392760,affecting
C0682552,parenchymal cell
C0598783,lipid metabolism
C0018787,heart
C0242692,skeletal muscle structure
C0015695,fatty liver
C0008387,cholesterol esters
C3658347,lipid accumulation product
C1457869,defect
C0022663,kidney glomerulus
C0027726,nephrotic syndrome
C0333744,mallory bodies
C2732402,type 1 diabetes mellitus uncontrolled
C0017911,glycogen
C0017919,glycogen storage disease
C0031916,pigment
C0007009,carbon
C0023789,lipofuscin
C0025196,melanins
C0008721,chrysarobin
C0205418,aggregate
C0003165,anthracosis
C4555503,pigment brown 1
C0333653,brown atrophy
C0025201,melanocyte
C0022567,keratinocyte
C0016689,freckles
C0019113,hemosiderin
C0392514,hereditary hemochromatosis
C0006663,calcinosis
C0333582,dystrophic calcification
C0006660,physiologic calcification
C0333607,dystrophic
C0427896,crystal human material
C0221255,metastatic calcification
C0020437,hypercalcemia
C0238790,bone destruction
C0027651,neoplasms
C0036202,sarcoidosis
C0035078,kidney failure
C0868928,case situation
C0024202,lymph
C0574894,heterotopic
C2986582,stained appearance
C0205231,extensive
C0522501,massive
C0018995,hemochromatosis
C0175895,calcified qualifier
C0001779,age
C0151744,myocardial ischemia
C1510835,agingrelated process
C0311400,metabolic
C0015333,exposure to radiation
C1258083,dna repair enzymes
C1268443,normal cell
C5550967,cell aging
C0043119,werner syndrome
C1148755,telomeric dna binding
C4331397,telomere length
C0087071,telomerase
C0184512,stabilized qualifier value
C0002874,aplastic anemia
C0010828,cytopenia
C1199517,tor
C1135809,caloric restriction
C1155394,insulinlike growth factor receptor signaling pathway
C0008679,chronic disease
C0025517,metabolic diseases
C0015259,exercise
C4704762,salt stress
C0449259,clinical course
C4727832,telomere syndrome
C3546254,regulated necrosis
C0019247,hereditary diseases
C0282443,review publication type
C0557061,discussion procedure
C1552616,summary actrelationshipsubset
C1521991,molecular
C0524637,recognition psychology
C0271510,auditory recruitment
C1515877,activate biological process
C1549081,termination inactive reason code
C0127400,mediator brand of benfluorex hydrochloride
C0019588,histamine
C0036751,serotonin
C0038862,suppurative inflammation
C0021376,chronic inflammation
C0002508,amines
C0042401,vasodilation
C0205107,proximal
C0032112,plasma cells
C0022672,acute kidney tubular necrosis
C0085236,macrophages alveolar
C0229751,tracheobronchial lymph node located near carina
C5539744,pulmonary parenchymal band
C0933845,parenchyma
C0038528,subcellular fractions
C0033779,prussian blue reaction
C0037993,spleen
C0033575,prostatic diseases
C0596236,calcium metabolism
C3494458,organ dysfunction scores
C0001792,elderly population group
C0030521,parathyroid neoplasms
C0029401,osteitis deformans
C0020944,immobilization
C0026764,multiple myeloma
C0027627,neoplasm metastasis
C0020503,hyperparathyroidism secondary
C0205387,clumped
C0041296,tuberculosis
C0003873,rheumatoid arthritis
C0024109,lung
C0017136,gastric mucosa
C1883709,damage
C0868946,digest
C0282193,iron overload
C0020063,pth protein human
C0205329,progressive
C0695584,functional activities
C1301808,geographic state
C0231341,premature aging syndrome
C0332597,duplication finding
C0017471,germ cells
C2826170,immortalization
C0263498,premature canities
C0853087,nail abnormality
C0034069,pulmonary fibrosis
C0239946,fibrosis liver
C0376558,life
C1564881,apoptosis regulatory proteins
C0009566,complication
C5235658,targeted therapy agent
C1517503,genetic programming
C1326207,autophagic cell death
C1550452,definition actmoodcompletiontrack
C1517495,gene feature
C1817978,acute inflammatory response
C1980011,vasoactive
C1334802,morphologic architectural pattern
C0000833,abscess
C1274040,result
C1707959,example
C0740858,substance abuse problem
C0021501,wounds qualifier
C0205355,permanent
C0450442,agent
C0205178,acute
C0205191,chronic
C0699726,offenders
C0221102,excretory function
C1320928,resident physician
C0243042,inflammation mediators
C0003211,antiinflammatory agents nonsteroidal
C4763251,virchow line
C0003864,arthritis
C0004096,asthma
C0003209,antiinflammatory agents
C0205373,systemic
C0332685,thermal injury
C0016542,foreign bodies
C0344392,urate crystals substance
C1261104,cholesterol crystals substance
C0011306,dendritic cells
C0670896,tolllike receptors
C1321919,tlr4 protein human
C4042797,pathogenassociated molecular pattern molecules
C0020969,immunity innate
C0206589,receptors cytoplasmic and nuclear
C0457243,ampere
C0041980,uric acid
C0021755,interleukin1
C3890737,autoinflammatory syndrome
C0243076,antagonists
C2936349,plaque amyloid
C0065661,mannose binding lectin
C0377274,collectins
C4327509,cellular response to phosphatidylethanolamine
C4725628,circulating protein
C1327551,soluble molecule recognition
C0031164,permeability
C0015388,exudate
C0040767,transudate
C0032105,plasma
C0014653,equilibrium
C0302306,inflammatory exudate
C0175566,open
C0041834,erythema
C0235395,fluid loss
C0020309,hydrostatic pressure
C0856761,buddchiari syndrome
C0029393,osmotic pressure
C1883067,space property
C0333138,stasis
C0006100,bradykinin
C0023545,leukotrienes
C0701836,thermal burn
C0229889,lymphatic vessel
C0024235,lymphatic system
C0596868,lymph flow
C2828115,streaking artifact
C0024204,lymph nodes
C0027625,circulating neoplastic cells
C0023595,lewis bloodgroup system
C1446300,destruction of tissue
C0016059,fibrosis
C0024880,mast cell
C0030193,pain
C3827376,bdi functional impairment
C0221423,illness finding
C4086268,exacerbation
C0678236,rare diseases
C0021051,immunologic deficiency syndromes
C0849355,removed
C1662975,heat dissipation
C1167395,host organism
C0008767,cicatrization
C1302234,fatal
C0006434,burn injury
C0016736,frostbite
C1282930,irradiation physical force
C0018099,gout
C0004359,autoantigens
C1880198,cure remedy
C0026538,morbidity disease rate
C0013138,drosophila fruit fly genus
C4046037,pathogenassociated molecular patterns
C0033414,promotion action
C3891560,alarmins
C3875321,inflammatory dermatosis
C0524620,metabolic syndrome x
C2351322,fto protein human
C5392160,bloodborne infections
C1948023,stimulation motivation
C1514893,physiologic resolution
C0376327,international aspects
C0231471,abnormal posture
C0311437,exudation
C0489903,vascular system
C0227618,interstitial tissue of kidney
C0333343,body cavities
C0037786,specific gravity
C0225318,interstitial tissue
C0011334,dental caries
C0042396,vascular constriction function
C0003847,structure of arteriole
C1720858,adipocytes white
C0014792,erythrocytes
C0018802,congestive heart failure
C0023895,liver diseases
C0022658,kidney diseases
C1761613,conjunctival hyperemia
C0392752,localized
C0226505,structure of postcapillary venule
C0439590,prolonged
C0024225,lymphangitis
C0024205,lymphadenitis
C0442800,enlarged
C0043241,wound infection
C0022714,kinins
C1706853,assembly construction
C0017354,genes lethal
C0006901,blood capillaries
C1537026,laminar flow
C0806140,flow
C1171318,shear stress
C0376579,macrophage inflammatory proteins
C0669372,nos2a protein human
C0812375,elk3 gene
C0751564,pill rolling tremor
C0185023,fixation action
C0115305,eselectin
C0134835,pselectin
C0125090,lselectin
C0037024,sialic acid assay
C0041368,tumor necrosis factors
C0282554,chemokine
C0812246,tnf gene
C0063695,intercellular adhesion molecule 1
C0079717,lymphocyte functionassociated antigen1
C0081939,cd31 antigens
C0008013,chemotactic factors
C0050156,conjugated linoleic acid
C0169362,sulfated glycoprotein p50
C0085294,hepatitis e virus
C0242565,intercellular adhesion molecules
C1138490,madcam1 protein human
C1419941,selplg gene
C0078056,vascular cell adhesion molecule1
C0079785,macrophage1 antigen
C0209606,integrin alpha4beta1
C1149503,integrin binding
C5550999,leukocyte adhesion deficiency
C2936223,transendothelial migration
C0008018,chemotaxis
C0004627,bacterial proteins
C1367710,c5 gene
C0023546,leukotriene b4
C1157322,lipoxygenase pathway
C0537408,orf74 protein human herpesvirus 8
C0036522,second messenger systems
C1692321,cellular infiltrate
C0033808,pseudomonas
C0014467,eosinophil
C0027543,avascular necrosis of bone
C0031309,phagolysosomes
C0969698,reactive nitrogen species
C0065684,mannose receptor
C0074129,scavenger receptor
C1417249,mrc1 gene
C0029122,opsonin
C0304052,plant lectins
C0597177,particle
C0233494,tension
C0080141,racial segregation
C0030012,oxidationreduction
C0026741,multienzyme complexes
C5680112,congenital brain dysgenesis due to glutamine synthetase deficiency
C0229671,serum
C0162367,interstitial fluid
C0132555,nitric oxide synthase
C0669365,nos3 protein human
C0907533,nos1 protein human
C0228570,ventral funiculus
C0332473,margination
C1517927,locally
C0043425,yolk sac
C1517162,fetal liver
C0439234,year
C0456962,rapid
C1548795,live specimen condition
C5235637,degranulation
C0439834,slow
C0205402,prominent
C3850088,neutrophil extracellular traps
